Date,Category,Demand,Predicted_Demand
12/27/2023,Groceries,112,143.32
12/28/2023,Groceries,69,94.73
12/29/2023,Groceries,51,99.84
12/30/2023,Groceries,35,73.48
12/31/2023,Groceries,44,76.33
1/1/2024,Groceries,100,78.5
1/2/2024,Groceries,30,60.43
1/3/2024,Groceries,66,61
1/4/2024,Groceries,113,62.78
1/5/2024,Groceries,47,60.84
1/6/2024,Groceries,124,60.06
1/7/2024,Groceries,116,98.4
1/8/2024,Groceries,59,64.69
1/9/2024,Groceries,114,78.57
1/10/2024,Groceries,84,91.74
1/11/2024,Groceries,122,84.49
1/12/2024,Groceries,152,119.95
1/13/2024,Groceries,94,95.84
1/14/2024,Groceries,121,110.4
1/15/2024,Groceries,108,102.59
1/16/2024,Groceries,126,120.51
1/17/2024,Groceries,175,149.45
1/18/2024,Groceries,106,121.26
1/19/2024,Groceries,78,93.45
1/20/2024,Groceries,162,149.76
1/21/2024,Groceries,108,132.43
1/22/2024,Groceries,160,139.76
1/23/2024,Groceries,102,103.23
1/24/2024,Groceries,153,143.3
1/25/2024,Groceries,76,104.96
1/26/2024,Groceries,29,59.83
1/27/2024,Groceries,108,113.38
1/28/2024,Groceries,87,88.96
1/29/2024,Groceries,90,84.7
1/30/2024,Groceries,78,75.57
9/3/2023,Electronics,148,127.03
9/4/2023,Electronics,110,102.23
9/5/2023,Electronics,120,135.66
9/6/2023,Electronics,137,116.4
9/7/2023,Electronics,163,124.81
9/8/2023,Electronics,95,121.21
9/9/2023,Electronics,134,113.99
9/10/2023,Electronics,139,114.8
9/11/2023,Electronics,127,182.05
9/12/2023,Electronics,129,114.28
9/13/2023,Electronics,139,120.89
9/14/2023,Electronics,153,116.99
9/15/2023,Electronics,80,111.53
9/16/2023,Electronics,156,122.75
9/17/2023,Electronics,185,149.15
9/18/2023,Electronics,59,101.76
9/19/2023,Electronics,60,97.15
9/20/2023,Electronics,139,125.32
9/21/2023,Electronics,42,66.79
9/22/2023,Electronics,78,102.35
9/23/2023,Electronics,47,81.95
9/24/2023,Electronics,46,71.4
9/25/2023,Electronics,95,69.78
9/26/2023,Electronics,73,74.17
9/27/2023,Electronics,94,72.31
9/28/2023,Electronics,121,78.14
9/29/2023,Electronics,147,110.49
9/30/2023,Electronics,91,86.23
10/1/2023,Electronics,59,94.62
10/2/2023,Electronics,91,101.34
10/3/2023,Electronics,118,103.47
10/4/2023,Electronics,90,91.24
10/5/2023,Electronics,94,98.7
10/6/2023,Electronics,71,77.3
10/7/2023,Electronics,47,90.24
10/8/2023,Electronics,18,73.38
10/9/2023,Electronics,40,55.26
10/10/2023,Electronics,43,62.53
10/11/2023,Electronics,45,52.63
10/12/2023,Electronics,45,44.27
10/13/2023,Electronics,40,33.42
10/14/2023,Electronics,44,35.48
10/15/2023,Electronics,64,43.02
10/16/2023,Electronics,58,43.75
10/17/2023,Electronics,88,77.75
10/18/2023,Electronics,43,50.24
10/19/2023,Electronics,49,78.12
10/20/2023,Electronics,46,55.4
10/21/2023,Electronics,114,69.95
10/22/2023,Electronics,80,61.83
10/23/2023,Electronics,65,77.22
10/24/2023,Electronics,40,47.71
10/25/2023,Electronics,111,75.91
10/26/2023,Electronics,66,87.65
10/27/2023,Electronics,116,93.53
10/28/2023,Electronics,85,78.51
10/29/2023,Electronics,72,85.27
10/30/2023,Electronics,97,75.19
10/31/2023,Electronics,69,72.74
11/1/2023,Electronics,139,97.49
11/2/2023,Electronics,151,129.1
11/3/2023,Electronics,114,104.61
11/4/2023,Electronics,110,129.18
11/5/2023,Electronics,75,82.65
11/6/2023,Electronics,121,130.48
11/7/2023,Electronics,119,121
11/8/2023,Electronics,143,116.5
11/9/2023,Electronics,87,89.16
11/10/2023,Electronics,53,70.83
11/11/2023,Electronics,73,96.56
11/12/2023,Electronics,78,76.46
11/13/2023,Electronics,130,115.98
11/14/2023,Electronics,59,78.55
11/15/2023,Electronics,99,86.09
11/16/2023,Electronics,71,80.07
11/17/2023,Electronics,158,105.44
11/18/2023,Electronics,131,123.21
11/19/2023,Electronics,100,103.73
11/20/2023,Electronics,77,79.8
11/21/2023,Electronics,149,138.25
11/22/2023,Electronics,78,88.23
11/23/2023,Electronics,67,83.97
11/24/2023,Electronics,136,134.43
11/25/2023,Electronics,128,137.66
11/26/2023,Electronics,170,145.33
11/27/2023,Electronics,45,90.89
11/28/2023,Electronics,73,87.55
11/29/2023,Electronics,126,107.08
11/30/2023,Electronics,124,120.09
12/1/2023,Electronics,51,113.59
12/2/2023,Electronics,67,92.56
12/3/2023,Electronics,59,69.48
12/4/2023,Electronics,120,100
12/5/2023,Electronics,114,91.68
12/6/2023,Electronics,151,132.34
12/7/2023,Electronics,94,88.55
12/8/2023,Electronics,117,106.48
12/9/2023,Electronics,88,109.15
12/10/2023,Electronics,44,73.14
12/11/2023,Electronics,112,118.07
12/12/2023,Electronics,81,78.46
12/13/2023,Electronics,129,103.09
12/14/2023,Electronics,92,100.15
12/15/2023,Electronics,132,111.69
12/16/2023,Electronics,130,119.59
12/17/2023,Electronics,41,61.1
12/18/2023,Electronics,101,93.65
12/19/2023,Electronics,166,142.42
12/20/2023,Electronics,81,95.89
12/21/2023,Electronics,114,117.72
12/22/2023,Electronics,33,114.36
12/23/2023,Electronics,106,90.28
12/24/2023,Electronics,63,83.06
12/25/2023,Electronics,121,113.7
12/26/2023,Electronics,134,95.04
12/27/2023,Electronics,70,65.17
12/28/2023,Electronics,50,79.57
12/29/2023,Electronics,4,63.76
12/30/2023,Electronics,40,53
12/31/2023,Electronics,42,56.77
1/1/2024,Electronics,40,57.39
1/2/2024,Electronics,71,43.69
1/3/2024,Electronics,43,43.31
1/4/2024,Electronics,57,42.91
1/5/2024,Electronics,74,73.47
1/6/2024,Electronics,30,48.22
1/7/2024,Electronics,33,49.24
1/8/2024,Electronics,40,45.1
1/9/2024,Electronics,95,77.45
1/10/2024,Electronics,45,73.35
1/11/2024,Electronics,111,61.6
1/12/2024,Electronics,103,69.51
1/13/2024,Electronics,177,102.16
1/14/2024,Electronics,44,67.75
1/15/2024,Electronics,194,138.28
1/16/2024,Electronics,89,94.99
1/17/2024,Electronics,171,123.58
1/18/2024,Electronics,93,116.37
1/19/2024,Electronics,111,111.95
1/20/2024,Electronics,172,132.81
1/21/2024,Electronics,81,100.95
1/22/2024,Electronics,81,101.79
1/23/2024,Electronics,104,102.28
1/24/2024,Electronics,74,86.15
1/25/2024,Electronics,85,82.89
1/26/2024,Electronics,118,98.1
1/27/2024,Electronics,89,78.56
1/28/2024,Electronics,112,91.51
1/29/2024,Electronics,51,73.16
1/30/2024,Electronics,74,73.84
9/3/2023,Furniture,108,85.4
9/4/2023,Furniture,60,78.05
9/5/2023,Furniture,80,79.44
9/6/2023,Furniture,88,79.26
9/7/2023,Furniture,64,71.77
9/8/2023,Furniture,61,69.19
9/9/2023,Furniture,63,62.35
9/10/2023,Furniture,134,110.37
9/11/2023,Furniture,77,78.12
9/12/2023,Furniture,76,73.04
9/13/2023,Furniture,86,72.94
9/14/2023,Furniture,39,45.57
9/15/2023,Furniture,76,75.53
9/16/2023,Furniture,62,66.9
9/17/2023,Furniture,79,84.35
9/18/2023,Furniture,106,101.09
9/19/2023,Furniture,77,74.86
9/20/2023,Furniture,111,97.27
9/21/2023,Furniture,57,61.31
9/22/2023,Furniture,121,107.48
9/23/2023,Furniture,90,84.47
9/24/2023,Furniture,75,76.73
9/25/2023,Furniture,74,76.12
9/26/2023,Furniture,89,79.65
9/27/2023,Furniture,65,64.82
9/28/2023,Furniture,101,98.8
9/29/2023,Furniture,132,103.11
9/30/2023,Furniture,38,54.05
10/1/2023,Furniture,53,58.19
10/2/2023,Furniture,81,75.47
10/3/2023,Furniture,54,65.64
10/4/2023,Furniture,73,74.63
10/5/2023,Furniture,22,33.28
10/6/2023,Furniture,40,44.76
10/7/2023,Furniture,56,31.75
10/8/2023,Furniture,34,38
10/9/2023,Furniture,22,34.37
10/10/2023,Furniture,19,34.94
10/11/2023,Furniture,35,32.89
10/12/2023,Furniture,54,40.61
10/13/2023,Furniture,57,45.43
10/14/2023,Furniture,33,40.09
10/15/2023,Furniture,37,33.71
10/16/2023,Furniture,28,31.82
10/17/2023,Furniture,46,49.08
10/18/2023,Furniture,31,36.72
10/19/2023,Furniture,43,38.24
10/20/2023,Furniture,53,43.82
10/21/2023,Furniture,60,52.79
10/22/2023,Furniture,23,33.4
10/23/2023,Furniture,10,32.73
10/24/2023,Furniture,37,33.65
10/25/2023,Furniture,64,75.14
10/26/2023,Furniture,87,70.54
10/27/2023,Furniture,98,81.76
10/28/2023,Furniture,66,67.26
10/29/2023,Furniture,102,94.11
10/30/2023,Furniture,43,50.28
10/31/2023,Furniture,35,45.77
11/1/2023,Furniture,110,107.48
11/2/2023,Furniture,77,76.67
11/3/2023,Furniture,43,68.48
11/4/2023,Furniture,114,94.69
11/5/2023,Furniture,110,96.94
11/6/2023,Furniture,101,87.97
11/7/2023,Furniture,66,72.31
11/8/2023,Furniture,62,66.93
11/9/2023,Furniture,60,62.45
11/10/2023,Furniture,78,90.63
11/11/2023,Furniture,73,68.02
11/12/2023,Furniture,42,39.22
11/13/2023,Furniture,48,42.71
11/14/2023,Furniture,100,93.02
11/15/2023,Furniture,37,29.65
11/16/2023,Furniture,75,68.62
11/17/2023,Furniture,79,71.43
11/18/2023,Furniture,134,113.98
11/19/2023,Furniture,130,112.77
11/20/2023,Furniture,86,83.44
11/21/2023,Furniture,148,105.57
11/22/2023,Furniture,151,111.33
11/23/2023,Furniture,133,133.64
11/24/2023,Furniture,108,146.13
11/25/2023,Furniture,90,103.81
11/26/2023,Furniture,93,140.53
11/27/2023,Furniture,98,102.49
11/28/2023,Furniture,55,88.94
11/29/2023,Furniture,111,102.01
11/30/2023,Furniture,119,93.06
12/1/2023,Furniture,72,92.58
12/2/2023,Furniture,151,124.63
12/3/2023,Furniture,103,89.51
12/4/2023,Furniture,101,82.98
12/5/2023,Furniture,57,69.29
12/6/2023,Furniture,83,106.77
12/7/2023,Furniture,92,75.95
12/8/2023,Furniture,58,62.53
12/9/2023,Furniture,82,73.96
12/10/2023,Furniture,82,90.93
12/11/2023,Furniture,140,120.47
12/12/2023,Furniture,92,90.61
12/13/2023,Furniture,95,95.26
12/14/2023,Furniture,56,75
12/15/2023,Furniture,77,90.14
12/16/2023,Furniture,53,57.35
12/17/2023,Furniture,121,118.6
12/18/2023,Furniture,86,77.46
12/19/2023,Furniture,94,98.15
12/20/2023,Furniture,69,67.19
12/21/2023,Furniture,65,73.09
12/22/2023,Furniture,91,97.15
12/23/2023,Furniture,96,81.82
12/24/2023,Furniture,62,75.75
12/25/2023,Furniture,67,67.75
12/26/2023,Furniture,85,90.25
12/27/2023,Furniture,44,42.09
12/28/2023,Furniture,41,43.39
12/29/2023,Furniture,51,52.07
12/30/2023,Furniture,15,36.53
12/31/2023,Furniture,32,34.4
1/1/2024,Furniture,19,33.24
1/2/2024,Furniture,22,26.36
1/3/2024,Furniture,18,24.04
1/4/2024,Furniture,38,26.41
1/5/2024,Furniture,49,28.04
1/6/2024,Furniture,46,28.5
1/7/2024,Furniture,61,37.87
1/8/2024,Furniture,54,46.4
1/9/2024,Furniture,91,70.18
1/10/2024,Furniture,96,93.54
1/11/2024,Furniture,73,72.6
1/12/2024,Furniture,83,76.31
1/13/2024,Furniture,102,90.68
1/14/2024,Furniture,57,59.86
1/15/2024,Furniture,132,102.15
1/16/2024,Furniture,72,70.78
1/17/2024,Furniture,112,116.54
1/18/2024,Furniture,123,120.68
1/19/2024,Furniture,63,58.69
1/20/2024,Furniture,105,89.37
1/21/2024,Furniture,96,92.18
1/22/2024,Furniture,123,138.76
1/23/2024,Furniture,110,114.2
1/24/2024,Furniture,60,61.15
1/25/2024,Furniture,4,59.33
1/26/2024,Furniture,65,67.03
1/27/2024,Furniture,66,72.47
1/28/2024,Furniture,96,92.48
1/29/2024,Furniture,71,71.35
1/30/2024,Furniture,54,35.82
9/3/2023,Groceries,158,154.33
9/4/2023,Groceries,101,114.78
9/5/2023,Groceries,165,186.53
9/6/2023,Groceries,75,109.16
9/7/2023,Groceries,96,113.68
9/8/2023,Groceries,111,110.86
9/9/2023,Groceries,129,143.34
9/10/2023,Groceries,157,138.95
9/11/2023,Groceries,139,133
9/12/2023,Groceries,74,75.94
9/13/2023,Groceries,91,87.91
9/14/2023,Groceries,155,170.5
9/15/2023,Groceries,102,139.34
9/16/2023,Groceries,123,145.37
9/17/2023,Groceries,154,140.07
9/18/2023,Groceries,155,138.79
9/19/2023,Groceries,164,129.65
9/20/2023,Groceries,57,105.01
9/21/2023,Groceries,134,116.14
9/22/2023,Groceries,92,120.64
9/23/2023,Groceries,108,129.13
9/24/2023,Groceries,106,127.17
9/25/2023,Groceries,152,125.73
9/26/2023,Groceries,226,189.37
9/27/2023,Groceries,209,167.54
9/28/2023,Groceries,103,118.64
9/29/2023,Groceries,173,164.2
9/30/2023,Groceries,96,118.65
10/1/2023,Groceries,92,106.57
10/2/2023,Groceries,207,207.84
10/3/2023,Groceries,208,185.84
10/4/2023,Groceries,131,126.34
10/5/2023,Groceries,114,130.51
10/6/2023,Groceries,126,128.12
10/7/2023,Groceries,95,100.72
10/8/2023,Groceries,75,111.81
10/9/2023,Groceries,57,87.34
10/10/2023,Groceries,38,81.66
10/11/2023,Groceries,74,84.4
10/12/2023,Groceries,129,97.84
10/13/2023,Groceries,95,75.21
10/14/2023,Groceries,79,77.95
10/15/2023,Groceries,27,70.62
10/16/2023,Groceries,112,81
10/17/2023,Groceries,173,135.72
10/18/2023,Groceries,73,88.48
10/19/2023,Groceries,90,95.19
10/20/2023,Groceries,102,120.45
10/21/2023,Groceries,84,103.51
10/22/2023,Groceries,81,119.71
10/23/2023,Groceries,108,113.76
10/24/2023,Groceries,65,76.3
10/25/2023,Groceries,159,125.73
10/26/2023,Groceries,43,77.06
10/27/2023,Groceries,138,117.38
10/28/2023,Groceries,71,96.82
10/29/2023,Groceries,88,91.28
10/30/2023,Groceries,138,104.76
10/31/2023,Groceries,138,123.08
11/1/2023,Groceries,140,139.74
11/2/2023,Groceries,146,134.99
11/3/2023,Groceries,120,119.7
11/4/2023,Groceries,100,106.32
11/5/2023,Groceries,167,152.38
11/6/2023,Groceries,109,111.18
11/7/2023,Groceries,81,91.68
11/8/2023,Groceries,42,122.14
11/9/2023,Groceries,101,91.39
11/10/2023,Groceries,148,121.25
11/11/2023,Groceries,140,120.88
11/12/2023,Groceries,85,92.39
11/13/2023,Groceries,89,98.58
11/14/2023,Groceries,150,146.26
11/15/2023,Groceries,96,100.21
11/16/2023,Groceries,134,146.26
11/17/2023,Groceries,30,69.83
11/18/2023,Groceries,95,98.58
11/19/2023,Groceries,39,91.68
11/20/2023,Groceries,74,93.87
11/21/2023,Groceries,102,121.88
11/22/2023,Groceries,66,83.22
11/23/2023,Groceries,116,93.29
11/24/2023,Groceries,59,85.8
11/25/2023,Groceries,72,78.81
11/26/2023,Groceries,116,89.14
11/27/2023,Groceries,125,110.04
11/28/2023,Groceries,122,102.63
11/29/2023,Groceries,118,124.46
11/30/2023,Groceries,161,131.78
12/1/2023,Groceries,160,171.83
12/2/2023,Groceries,258,202.24
12/3/2023,Groceries,104,122.06
12/4/2023,Groceries,127,147.9
12/5/2023,Groceries,161,174.59
12/6/2023,Groceries,122,213.45
12/7/2023,Groceries,96,112.4
12/8/2023,Groceries,122,133.08
12/9/2023,Groceries,123,122.34
12/10/2023,Groceries,119,118.94
12/11/2023,Groceries,134,119.81
12/12/2023,Groceries,89,113.95
12/13/2023,Groceries,128,146.64
12/14/2023,Groceries,175,143.13
12/15/2023,Groceries,104,103.18
12/16/2023,Groceries,35,69.46
12/17/2023,Groceries,208,188.16
12/18/2023,Groceries,134,124.64
12/19/2023,Groceries,199,160.57
12/20/2023,Groceries,134,136.61
12/21/2023,Groceries,129,132.14
12/22/2023,Groceries,157,190.86
12/23/2023,Groceries,133,131.68
12/24/2023,Groceries,115,137.45
12/25/2023,Groceries,103,131.37
12/26/2023,Groceries,145,121.76
12/27/2023,Groceries,47,106.57
12/28/2023,Groceries,49,106
12/29/2023,Groceries,92,109.59
12/30/2023,Groceries,36,64.91
12/31/2023,Groceries,89,79.85
1/1/2024,Groceries,38,61.26
1/2/2024,Groceries,84,69.49
1/3/2024,Groceries,100,75.09
1/4/2024,Groceries,64,55.53
1/5/2024,Groceries,92,104.09
1/6/2024,Groceries,77,66.96
1/7/2024,Groceries,63,87.9
1/8/2024,Groceries,85,75.36
1/9/2024,Groceries,59,91.86
1/10/2024,Groceries,121,98.47
1/11/2024,Groceries,121,80.5
1/12/2024,Groceries,87,83.61
1/13/2024,Groceries,49,71.69
1/14/2024,Groceries,112,81.76
1/15/2024,Groceries,97,86.57
1/16/2024,Groceries,104,106.33
1/17/2024,Groceries,229,152.7
1/18/2024,Groceries,155,141.64
1/19/2024,Groceries,92,98.02
1/20/2024,Groceries,205,169.91
1/21/2024,Groceries,107,131.39
1/22/2024,Groceries,143,165.04
1/23/2024,Groceries,101,149.98
1/24/2024,Groceries,163,133.52
1/25/2024,Groceries,151,160.73
1/26/2024,Groceries,127,133.77
1/27/2024,Groceries,175,150.95
1/28/2024,Groceries,116,130.78
1/29/2024,Groceries,142,130.74
1/30/2024,Groceries,97,124.78
9/3/2023,Furniture,51,41.27
9/4/2023,Furniture,133,122.02
9/5/2023,Furniture,47,44.72
9/6/2023,Furniture,80,79.58
9/7/2023,Furniture,55,58.34
9/8/2023,Furniture,19,32.39
9/9/2023,Furniture,88,96.27
9/10/2023,Furniture,71,54.67
9/11/2023,Furniture,122,127.53
9/12/2023,Furniture,62,57.14
9/13/2023,Furniture,79,86.51
9/14/2023,Furniture,99,92.03
9/15/2023,Furniture,109,102.56
9/16/2023,Furniture,77,73.54
9/17/2023,Furniture,55,53.39
9/18/2023,Furniture,93,87.66
9/19/2023,Furniture,84,79.17
9/20/2023,Furniture,61,70.34
9/21/2023,Furniture,78,81.41
9/22/2023,Furniture,58,60.45
9/23/2023,Furniture,56,61.54
9/24/2023,Furniture,77,67.47
9/25/2023,Furniture,81,94.28
9/26/2023,Furniture,84,73.43
9/27/2023,Furniture,103,101.72
9/28/2023,Furniture,93,90.27
9/29/2023,Furniture,139,119.79
9/30/2023,Furniture,57,61.78
10/1/2023,Furniture,71,79.93
10/2/2023,Furniture,104,100.33
10/3/2023,Furniture,58,58.97
10/4/2023,Furniture,99,88.44
10/5/2023,Furniture,51,51.24
10/6/2023,Furniture,103,106.28
10/7/2023,Furniture,37,41.33
10/8/2023,Furniture,62,58.85
10/9/2023,Furniture,65,57.22
10/10/2023,Furniture,46,31.39
10/11/2023,Furniture,37,64.65
10/12/2023,Furniture,45,57.91
10/13/2023,Furniture,37,34.6
10/14/2023,Furniture,36,50.6
10/15/2023,Furniture,23,39.51
10/16/2023,Furniture,28,31.62
10/17/2023,Furniture,63,54.67
10/18/2023,Furniture,54,47.29
10/19/2023,Furniture,82,55.54
10/20/2023,Furniture,38,42.14
10/21/2023,Furniture,24,31.49
10/22/2023,Furniture,55,54.08
10/23/2023,Furniture,46,37.31
10/24/2023,Furniture,25,30.27
10/25/2023,Furniture,66,59.94
10/26/2023,Furniture,72,61.72
10/27/2023,Furniture,117,103.99
10/28/2023,Furniture,104,88.99
10/29/2023,Furniture,72,54.81
10/30/2023,Furniture,76,77.64
10/31/2023,Furniture,66,65.59
11/1/2023,Furniture,54,56.67
11/2/2023,Furniture,134,116.79
11/3/2023,Furniture,57,64.33
11/4/2023,Furniture,62,68.02
11/5/2023,Furniture,99,106.45
11/6/2023,Furniture,83,71.04
11/7/2023,Furniture,59,52.27
11/8/2023,Furniture,95,102.97
11/9/2023,Furniture,73,75.84
11/10/2023,Furniture,154,139.17
11/11/2023,Furniture,112,107.03
11/12/2023,Furniture,105,106.26
11/13/2023,Furniture,50,64.92
11/14/2023,Furniture,78,92.27
11/15/2023,Furniture,91,99.57
11/16/2023,Furniture,106,107.11
11/17/2023,Furniture,80,77.61
11/18/2023,Furniture,81,69.43
11/19/2023,Furniture,82,81.26
11/20/2023,Furniture,77,74.22
11/21/2023,Furniture,94,99.9
11/22/2023,Furniture,82,74.3
11/23/2023,Furniture,72,72.31
11/24/2023,Furniture,62,54.94
11/25/2023,Furniture,30,38.49
11/26/2023,Furniture,66,66.3
11/27/2023,Furniture,116,114.7
11/28/2023,Furniture,84,84.48
11/29/2023,Furniture,76,78.36
11/30/2023,Furniture,95,97.27
12/1/2023,Furniture,35,44.01
12/2/2023,Furniture,84,76.77
12/3/2023,Furniture,52,61.76
12/4/2023,Furniture,97,95.93
12/5/2023,Furniture,99,93.14
12/6/2023,Furniture,126,110.18
12/7/2023,Furniture,92,89.11
12/8/2023,Furniture,96,102.13
12/9/2023,Furniture,117,104.25
12/10/2023,Furniture,101,131.2
12/11/2023,Furniture,119,133.66
12/12/2023,Furniture,102,146.71
12/13/2023,Furniture,94,103.5
12/14/2023,Furniture,142,153.93
12/15/2023,Furniture,52,87.38
12/16/2023,Furniture,36,62.61
12/17/2023,Furniture,71,62.73
12/18/2023,Furniture,56,62.69
12/19/2023,Furniture,68,58.73
12/20/2023,Furniture,84,76.21
12/21/2023,Furniture,117,100.5
12/22/2023,Furniture,83,81.21
12/23/2023,Furniture,40,55.86
12/24/2023,Furniture,136,137.25
12/25/2023,Furniture,77,75.06
12/26/2023,Furniture,73,74.49
12/27/2023,Furniture,16,41.68
12/28/2023,Furniture,29,48.7
12/29/2023,Furniture,34,55.14
12/30/2023,Furniture,33,47.79
12/31/2023,Furniture,59,57.92
1/1/2024,Furniture,62,62.26
1/2/2024,Furniture,34,34.85
1/3/2024,Furniture,33,33.62
1/4/2024,Furniture,33,31.87
1/5/2024,Furniture,52,51.25
1/6/2024,Furniture,28,29.68
1/7/2024,Furniture,15,26.78
1/8/2024,Furniture,36,31.62
1/9/2024,Furniture,65,59.77
1/10/2024,Furniture,95,88.81
1/11/2024,Furniture,46,55.88
1/12/2024,Furniture,124,109.94
1/13/2024,Furniture,37,38.43
1/14/2024,Furniture,66,67.9
1/15/2024,Furniture,114,105.27
1/16/2024,Furniture,86,101.55
1/17/2024,Furniture,36,41.55
1/18/2024,Furniture,107,102.46
1/19/2024,Furniture,78,68.21
1/20/2024,Furniture,112,120.55
1/21/2024,Furniture,98,98.16
1/22/2024,Furniture,63,68.68
1/23/2024,Furniture,51,51.16
1/24/2024,Furniture,111,96.25
1/25/2024,Furniture,66,69.54
1/26/2024,Furniture,65,58.13
1/27/2024,Furniture,67,85.81
1/28/2024,Furniture,85,87.61
1/29/2024,Furniture,90,92.18
1/30/2024,Furniture,120,106.03
9/3/2023,Groceries,132,100.65
9/4/2023,Groceries,67,91.72
9/5/2023,Groceries,121,104.11
9/6/2023,Groceries,134,148.3
9/7/2023,Groceries,133,125.1
9/8/2023,Groceries,137,114.15
9/9/2023,Groceries,235,152.64
9/10/2023,Groceries,24,89.71
9/11/2023,Groceries,92,119.01
9/12/2023,Groceries,99,104.19
9/13/2023,Groceries,123,111.68
9/14/2023,Groceries,110,145.21
9/15/2023,Groceries,46,81.12
9/16/2023,Groceries,84,68.08
9/17/2023,Groceries,116,88.59
9/18/2023,Groceries,163,112.92
9/19/2023,Groceries,100,94.92
9/20/2023,Groceries,163,132.78
9/21/2023,Groceries,44,61.86
9/22/2023,Groceries,134,109.54
9/23/2023,Groceries,146,136.86
9/24/2023,Groceries,94,101.61
9/25/2023,Groceries,170,115.69
9/26/2023,Groceries,126,116.28
9/27/2023,Groceries,226,157.15
9/28/2023,Groceries,205,173.32
9/29/2023,Groceries,207,163.31
9/30/2023,Groceries,82,115.46
10/1/2023,Groceries,153,164.87
10/2/2023,Groceries,95,138.27
10/3/2023,Groceries,96,106.93
10/4/2023,Groceries,109,111.67
10/5/2023,Groceries,93,101.88
10/6/2023,Groceries,249,147.86
10/7/2023,Groceries,73,125.02
10/8/2023,Groceries,130,128.26
10/9/2023,Groceries,64,107.16
10/10/2023,Groceries,73,81.32
10/11/2023,Groceries,124,104.24
10/12/2023,Groceries,124,81.8
10/13/2023,Groceries,123,83.27
10/14/2023,Groceries,100,80.43
10/15/2023,Groceries,104,109.8
10/16/2023,Groceries,69,80.11
10/17/2023,Groceries,137,107.18
10/18/2023,Groceries,43,77.32
10/19/2023,Groceries,111,91.32
10/20/2023,Groceries,79,100.64
10/21/2023,Groceries,91,101.28
10/22/2023,Groceries,83,100.9
10/23/2023,Groceries,39,69.46
10/24/2023,Groceries,48,75.88
10/25/2023,Groceries,73,64.45
10/26/2023,Groceries,237,97.18
10/27/2023,Groceries,104,98.91
10/28/2023,Groceries,208,136.19
10/29/2023,Groceries,64,115.67
10/30/2023,Groceries,82,94.1
10/31/2023,Groceries,110,100.5
11/1/2023,Groceries,156,143.09
11/2/2023,Groceries,132,154.46
11/3/2023,Groceries,111,96.91
11/4/2023,Groceries,124,118.07
11/5/2023,Groceries,127,103.88
11/6/2023,Groceries,139,113.18
11/7/2023,Groceries,125,101.88
11/8/2023,Groceries,90,117.48
11/9/2023,Groceries,76,94.04
11/10/2023,Groceries,125,101.46
11/11/2023,Groceries,126,130.32
11/12/2023,Groceries,85,97.83
11/13/2023,Groceries,91,81.33
11/14/2023,Groceries,83,79.98
11/15/2023,Groceries,115,98.78
11/16/2023,Groceries,196,123.78
11/17/2023,Groceries,99,86.26
11/18/2023,Groceries,118,108.07
11/19/2023,Groceries,93,108.75
11/20/2023,Groceries,129,125.93
11/21/2023,Groceries,203,182.51
11/22/2023,Groceries,172,144.8
11/23/2023,Groceries,167,140.32
11/24/2023,Groceries,102,112.61
11/25/2023,Groceries,50,99.04
11/26/2023,Groceries,110,163.07
11/27/2023,Groceries,237,179.79
11/28/2023,Groceries,102,120.37
11/29/2023,Groceries,158,126.43
11/30/2023,Groceries,95,96.35
12/1/2023,Groceries,135,133.82
12/2/2023,Groceries,180,144.24
12/3/2023,Groceries,69,140.78
12/4/2023,Groceries,105,104.29
12/5/2023,Groceries,75,96.4
12/6/2023,Groceries,132,108.81
12/7/2023,Groceries,78,95.57
12/8/2023,Groceries,77,93.64
12/9/2023,Groceries,67,73.17
12/10/2023,Groceries,57,71.71
12/11/2023,Groceries,50,67.44
12/12/2023,Groceries,99,90.04
12/13/2023,Groceries,48,78.15
12/14/2023,Groceries,121,91.66
12/15/2023,Groceries,93,61.44
12/16/2023,Groceries,137,109.85
12/17/2023,Groceries,87,100.54
12/18/2023,Groceries,100,84.99
12/19/2023,Groceries,178,127.24
12/20/2023,Groceries,44,80.19
12/21/2023,Groceries,144,121.29
12/22/2023,Groceries,179,139.01
12/23/2023,Groceries,144,120.72
12/24/2023,Groceries,86,126.73
12/25/2023,Groceries,190,138.58
12/26/2023,Groceries,103,97.86
12/27/2023,Groceries,84,99.35
12/28/2023,Groceries,106,148.71
12/29/2023,Groceries,91,95.59
12/30/2023,Groceries,65,85.7
12/31/2023,Groceries,64,81.94
1/1/2024,Groceries,164,104.97
1/2/2024,Groceries,105,66.28
1/3/2024,Groceries,69,99.06
1/4/2024,Groceries,75,61.98
1/5/2024,Groceries,103,91.27
1/6/2024,Groceries,71,68.8
1/7/2024,Groceries,66,97.9
1/8/2024,Groceries,55,63.61
1/9/2024,Groceries,101,84.53
1/10/2024,Groceries,43,61.82
1/11/2024,Groceries,109,69.86
1/12/2024,Groceries,180,102.8
1/13/2024,Groceries,111,110.35
1/14/2024,Groceries,109,86.44
1/15/2024,Groceries,94,92.23
1/16/2024,Groceries,111,96.28
1/17/2024,Groceries,76,91.61
1/18/2024,Groceries,109,96.74
1/19/2024,Groceries,126,99.17
1/20/2024,Groceries,140,123.02
1/21/2024,Groceries,159,117.82
1/22/2024,Groceries,86,105.32
